,Serial Number,Word,Frequency
8580,8580,intensive,15
8581,8581,helpful,29
8582,8582,trujillo,12
8583,8583,assassination,4
8584,8584,repulsive,4
8585,8585,dominican,14
8586,8586,deserved,12
8587,8587,benefactor,4
8588,8588,caribbean,7
8589,8589,deaths,8
8590,8590,maria,12
8591,8591,schemes,6
8592,8592,demise,4
8593,8593,uncovered,7
8594,8594,tends,34
8595,8595,oppressive,4
8596,8596,silence,52
8597,8597,criticism,40
8598,8598,vanity,7
8599,8599,displeasure,4
8600,8600,maintained,48
8601,8601,amply,4
8602,8602,chanted,6
8603,8603,friendship,27
8604,8604,altogether,30
8605,8605,repression,6
8606,8606,tyranny,11
8607,8607,confines,7
8608,8608,illustrating,4
8609,8609,precious,29
8610,8610,stability,13
8611,8611,vacuum,20
8612,8612,creates,13
8613,8613,breathe,7
8614,8614,high-speed,5
8615,8615,parkway,6
8616,8616,cabin,23
8617,8617,echo,10
8618,8618,constitute,29
8619,8619,presenting,10
8620,8620,frankly,13
8621,8621,inference,7
8622,8622,barricades,4
8623,8623,wartime,6
8624,8624,respectively,31
8625,8625,blockade,16
8626,8626,sector,13
8627,8627,adenauer,4
8628,8628,provocative,7
8629,8629,isolating,5
8630,8630,recognizing,10
8631,8631,exists,42
8632,8632,stray,12
8633,8633,recovered,9
8634,8634,remembering,17
8635,8635,misgivings,5
8636,8636,salami,7
8637,8637,dispatch,8
8638,8638,stiffening,4
8639,8639,dome,17
8640,8640,conquest,9
8641,8641,endless,20
8642,8642,seas,10
8643,8643,symbolized,11
8644,8644,westward,8
8645,8645,valleys,5
8646,8646,roam,6
8647,8647,zoo,9
8648,8648,specimens,13
8649,8649,wooded,5
8650,8650,grasslands,6
8651,8651,unbroken,7
8652,8652,settlers,12
8653,8653,whisky,23
8654,8654,prohibition,13
8655,8655,commercials,10
8656,8656,distilled,10
8657,8657,ads,10
8658,8658,suffer,33
8659,8659,glamour,5
8660,8660,bourbon,8
8661,8661,viewer,4
8662,8662,sipping,8
8663,8663,faction,5
8664,8664,awkward,11
8665,8665,links,7
8666,8666,ills,9
8667,8667,shortcomings,5
8668,8668,regulars,6
8669,8669,bosses,5
8670,8670,softly,31
8671,8671,sticks,22
8672,8672,australian,9
8673,8673,dealings,7
8674,8674,issuing,4
8675,8675,bluffs,4
8676,8676,purely,30
8677,8677,tempted,13
8678,8678,"2,000",8
8679,8679,terrain,8
8680,8680,enjoyment,21
8681,8681,aim,37
8682,8682,ironic,13
8683,8683,concept,85
8684,8684,militant,8
8685,8685,minority,20
8686,8686,seal,17
8687,8687,overwhelming,20
8688,8688,backing,8
8689,8689,sturdy,16
8690,8690,habitat,14
8691,8691,flourished,6
8692,8692,forceful,8
8693,8693,classify,6
8694,8694,frontier,30
8695,8695,persuasion,9
8696,8696,politician,13
8697,8697,theirs,21
8698,8698,audiences,16
8699,8699,growl,4
8700,8700,nod,12
8701,8701,dramas,6
8702,8702,gripping,6
8703,8703,chatter,7
8704,8704,sensibly,4
8705,8705,persuading,5
8706,8706,patiently,9
8707,8707,generations,23
8708,8708,coincided,6
8709,8709,loved,56
8710,8710,calvin,4
8711,8711,revolution,70
8712,8712,fighter,9
8713,8713,recall,39
8714,8714,hopeless,14
8715,8715,partisan,21
8716,8716,campaigns,17
8717,8717,jungle,20
8718,8718,murderers,5
8719,8719,excuse,28
8720,8720,mistaken,17
8721,8721,italians,7
8722,8722,savages,6
8723,8723,contrary,52
8724,8724,piled,16
8725,8725,sanction,11
8726,8726,occurrences,10
8727,8727,anarchy,7
8728,8728,incapable,11
8729,8729,commanding,11
8730,8730,bury,6
8731,8731,wake,23
8732,8732,ruin,14
8733,8733,invade,5
8734,8734,weak,32
8735,8735,reasonably,34
8736,8736,mandate,7
8737,8737,inconsistent,5
8738,8738,realism,24
8739,8739,courage,32
8740,8740,magnitude,29
8741,8741,urge,21
8742,8742,blindly,8
8743,8743,editorial,42
8744,8744,telegraphers,5
8745,8745,secured,11
8746,8746,misplaced,7
8747,8747,attrition,5
8748,8748,necessarily,51
8749,8749,applicable,18
8750,8750,meditations,4
8751,8751,humidity,8
8752,8752,peaceful,26
8753,8753,abiding,5
8754,8754,moon,60
8755,8755,backward,22
8756,8756,surrendering,4
8757,8757,dimensions,30
8758,8758,triggered,7
8759,8759,experimentally,8
8760,8760,propel,4
8761,8761,seminar,4
8762,8762,drink,82
8763,8763,coexistence,11
8764,8764,fools,5
8765,8765,humble,18
8766,8766,domes,8
8767,8767,spreading,16
8768,8768,algerian,5
8769,8769,craft,23
8770,8770,unwelcome,5
8771,8771,shadow,36
8772,8772,conventions,9
8773,8773,contents,16
8774,8774,millennium,4
8775,8775,stealing,6
8776,8776,incompetence,4
8777,8777,symptomatic,7
8778,8778,holding,65
8779,8779,rations,4
8780,8780,customer,27
8781,8781,suspension,12
8782,8782,maze,6
8783,8783,regulatory,5
8784,8784,shock,31
8785,8785,dag,7
8786,8786,hammarskjold's,5
8787,8787,tragic,33
8788,8788,hangs,4
8789,8789,momentous,8
8790,8790,desperately,22
8791,8791,bloody,8
8792,8792,earnestly,13
8793,8793,bullets,21
8794,8794,overt,11
8795,8795,uncompromising,5
8796,8796,defended,18
8797,8797,resolved,21
8798,8798,conflicts,9
8799,8799,solutions,29
8800,8800,mankind,39
8801,8801,hardest,11
8802,8802,consensus,7
8803,8803,graves,9
8804,8804,interama,4
8805,8805,pinched,7
8806,8806,ventures,4
8807,8807,yielded,12
8808,8808,worthwhile,8
8809,8809,compilation,11
8810,8810,documented,6
8811,8811,paragraphs,14
8812,8812,singer,10
8813,8813,complaints,8
8814,8814,progressed,13
8815,8815,assess,6
8816,8816,spectrum,14
8817,8817,arisen,4
8818,8818,unification,9
8819,8819,emerging,15
8820,8820,aging,4
8821,8821,fashioned,7
8822,8822,astonishing,8
8823,8823,soul,47
8824,8824,germans,27
8825,8825,captive,5
8826,8826,approaches,25
8827,8827,firmness,4
8828,8828,flexibility,16
8829,8829,regardless,38
8830,8830,draws,14
8831,8831,amusing,14
8832,8832,spectacle,18
8833,8833,sprouting,6
8834,8834,root,30
8835,8835,commendable,5
8836,8836,blanket,30
8837,8837,un-american,4
8838,8838,politically,11
8839,8839,rewrite,4
8840,8840,crude,15
8841,8841,affinity,5
8842,8842,preference,9
8843,8843,would-be,5
8844,8844,extremists,4
8845,8845,capitalize,4
8846,8846,confusions,4
8847,8847,patriotic,10
8848,8848,apprehensions,5
8849,8849,falling,33
8850,8850,tropical,11
8851,8851,unlimited,13
8852,8852,underneath,11
8853,8853,devise,8
8854,8854,hide,22
8855,8855,objections,13
8856,8856,commissions,11
8857,8857,preamble,4
8858,8858,collectively,4
8859,8859,intent,14
8860,8860,sovereignty,28
8861,8861,guarantees,8
8862,8862,plug,23
8863,8863,continuously,23
8864,8864,submit,18
8865,8865,restoration,11
8866,8866,responsive,4
8867,8867,lined,16
8868,8868,juan,7
8869,8869,breach,6
8870,8870,automation,6
8871,8871,disastrous,16
8872,8872,farmer's,7
8873,8873,rows,16
8874,8874,pouring,9
8875,8875,predictable,8
8876,8876,clearer,15
8877,8877,layers,10
8878,8878,wedded,4
8879,8879,innovation,7
8880,8880,fearful,13
8881,8881,assistants,11
8882,8882,restore,9
8883,8883,subordinates,9
8884,8884,forecasting,9
8885,8885,hazardous,5
8886,8886,specialist,16
8887,8887,cake,13
8888,8888,predicting,6
8889,8889,basing,4
8890,8890,stride,16
8891,8891,keel,6
8892,8892,hurricane,8
8893,8893,posture,13
8894,8894,convictions,20
8895,8895,sighted,7
8896,8896,washington's,7
8897,8897,reluctance,5
8898,8898,sliding,11
8899,8899,interrupted,18
8900,8900,shoreline,6
8901,8901,presses,9
8902,8902,spaces,11
8903,8903,unimportant,9
8904,8904,udall,6
8905,8905,preserves,11
8906,8906,recreation,43
8907,8907,formidable,17
8908,8908,snowy,4
8909,8909,cattle,97
8910,8910,nest,20
8911,8911,dunes,8
8912,8912,sentiment,23
8913,8913,applicants,10
8914,8914,expecting,18
8915,8915,arduous,4
8916,8916,diet,21
8917,8917,findings,34
8918,8918,countryside,7
8919,8919,sits,6
8920,8920,stagnant,5
8921,8921,region,76
8922,8922,reflects,23
8923,8923,confined,16
8924,8924,stimulating,9
8925,8925,ellis,7
8926,8926,impartial,8
8927,8927,outlined,6
8928,8928,depressed,11
8929,8929,accommodate,14
8930,8930,vacant,11
8931,8931,unstable,8
8932,8932,shy,13
8933,8933,civic,23
8934,8934,sides,100
8935,8935,acceleration,17
8936,8936,confess,11
8937,8937,tammany,7
8938,8938,tiger,7
8939,8939,shame,21
8940,8940,elephant,7
8941,8941,faget,5
8942,8942,batista,7
8943,8943,preposterous,5
8944,8944,refugees,7
8945,8945,screening,5
8946,8946,haven,11
8947,8947,disturb,10
8948,8948,rests,18
8949,8949,searching,23
8950,8950,salvage,5
8951,8951,repeat,26
8952,8952,aloof,5
8953,8953,strife,6
8954,8954,postcard,7
8955,8955,ridicule,5
8956,8956,lent,5
8957,8957,compounded,12
8958,8958,accountability,4
8959,8959,vein,25
8960,8960,1936,6
8961,8961,cunard,5
8962,8962,influenced,16
8963,8963,consideration,49
8964,8964,eagle,5
8965,8965,airways,6
8966,8966,dominance,11
8967,8967,maxwell,11
8968,8968,mobilization,5
8969,8969,guerrillas,17
8970,8970,destroyed,39
8971,8971,stored,36
8972,8972,floods,6
8973,8973,divisions,15
8974,8974,johnson's,10
8975,8975,dalton,4
8976,8976,controversies,4
8977,8977,axes,7
8978,8978,gravest,4
8979,8979,slippery,5
8980,8980,operational,25
8981,8981,integrity,10
8982,8982,instructions,35
8983,8983,servant,19
8984,8984,importance,108
8985,8985,geographic,6
8986,8986,u.s.s.r.,7
8987,8987,arguing,10
8988,8988,confused,44
8989,8989,irrelevant,14
8990,8990,beings,36
8991,8991,man-made,6
8992,8992,inaction,6
8993,8993,vest,4
8994,8994,partnership,18
8995,8995,diminished,10
8996,8996,concurrence,4
8997,8997,spite,56
8998,8998,borough,5
8999,8999,retaining,7
9000,9000,housekeeping,7
9001,9001,sewers,4
9002,9002,document,13
9003,9003,safeguard,5
9004,9004,heretofore,8
9005,9005,beneficial,11
9006,9006,enlargement,4
9007,9007,selecting,15
9008,9008,blankets,11
9009,9009,horn,31
9010,9010,reflection,32
9011,9011,publishers,11
9012,9012,editors,18
9013,9013,downfall,5
9014,9014,contribute,44
9015,9015,admiration,10
9016,9016,rage,16
9017,9017,bold,21
9018,9018,utopia,24
9019,9019,1980,4
9020,9020,clues,10
9021,9021,evident,56
9022,9022,contradiction,13
9023,9023,humanity,28
9024,9024,assurance,19
9025,9025,shattered,13
9026,9026,concerning,62
9027,9027,permissive,5
9028,9028,psychological,41
9029,9029,recommending,8
9030,9030,villains,4
9031,9031,implications,22
9032,9032,conscientious,10
9033,9033,gratitude,9
9034,9034,straightforward,8
9035,9035,junk,8
9036,9036,fascinating,20
9037,9037,stamps,4
9038,9038,accordance,20
9039,9039,loads,10
9040,9040,postal,7
9041,9041,trembling,26
9042,9042,cannery,14
9043,9043,calf,11
9044,9044,seeds,42
9045,9045,blossom,7
9046,9046,vegetables,16
9047,9047,cans,5
9048,9048,rivers,17
9049,9049,shines,4
9050,9050,warmly,8
9051,9051,grey,12
9052,9052,canning,7
9053,9053,"$3,000",4
9054,9054,1941,11
9055,9055,dairy,19
9056,9056,echoed,7
9057,9057,beans,9
9058,9058,forgiveness,15
9059,9059,poise,6
9060,9060,grudge,7
9061,9061,pastor,17
9062,9062,forgiven,6
9063,9063,envy,7
9064,9064,jealousy,4
9065,9065,god's,38
9066,9066,heavenly,9
9067,9067,matthew,4
9068,9068,prayer,28
9069,9069,disciples,5
9070,9070,debts,12
9071,9071,implies,16
9072,9072,sin,53
9073,9073,till,49
9074,9074,saith,4
9075,9075,unto,16
9076,9076,seventy,4
9077,9077,prayed,12
9078,9078,meaningful,24
9079,9079,shrill,7
9080,9080,girlish,5
9081,9081,commotion,6
9082,9082,subsided,5
9083,9083,sprawled,11
9084,9084,drinking,48
9085,9085,beg,11
9086,9086,frighten,11
9087,9087,honesty,10
9088,9088,certainty,21
9089,9089,breathless,5
9090,9090,obscured,7
9091,9091,bore,24
9092,9092,oh,122
9093,9093,wonders,8
9094,9094,stranded,7
9095,9095,honey,25
9096,9096,silently,17
9097,9097,periods,47
9098,9098,heaven,43
9099,9099,endlessly,7
9100,9100,enchanting,9
9101,9101,jokes,9
9102,9102,cartoons,6
9103,9103,rector,33
9104,9104,clergy,12
9105,9105,pulpit,4
9106,9106,lonely,25
9107,9107,blessed,13
9108,9108,unworthy,5
9109,9109,believers,5
9110,9110,earthly,6
9111,9111,infinite,19
9112,9112,readily,43
9113,9113,congregations,18
9114,9114,conform,10
9115,9115,conceptions,9
9116,9116,satisfactions,4
9117,9117,stress,107
9118,9118,heir,7
9119,9119,saints,6
9120,9120,sinners,4
9121,9121,suffers,5
9122,9122,podger,21
9123,9123,sadness,6
9124,9124,bursting,13
9125,9125,porch,43
9126,9126,auction,4
9127,9127,old-fashioned,7
9128,9128,woven,9
9129,9129,cloth,43
9130,9130,hammock,5
9131,9131,hanging,28
9132,9132,breeze,14
9133,9133,caressing,5
9134,9134,rhythmic,11
9135,9135,drift,18
9136,9136,voices,38
9137,9137,sweep,15
9138,9138,pleasantly,10
9139,9139,feather,6
9140,9140,harshly,5
9141,9141,shaft,11
9142,9142,drifted,9
9143,9143,floating,12
9144,9144,turtle,8
9145,9145,self-contained,5
9146,9146,relic,6
9147,9147,signaling,5
9148,9148,consummated,4
9149,9149,withdrew,9
9150,9150,phenomenon,35
9151,9151,darkness,43
9152,9152,midday,5
9153,9153,smiled,71
9154,9154,wrap,5
9155,9155,o',16
9156,9156,thanked,6
9157,9157,gravely,7
9158,9158,cat,23
9159,9159,rubbed,18
9160,9160,hopped,5
9161,9161,chilly,5
9162,9162,hum,5
9163,9163,pam,8
9164,9164,dad,15
9165,9165,lighted,29
9166,9166,emerged,26
9167,9167,peacefully,5
9168,9168,examples,53
9169,9169,nashville,7
9170,9170,progressive,17
9171,9171,grades,23
9172,9172,tolerant,9
9173,9173,rebuff,4
9174,9174,resume,16
9175,9175,impatience,10
9176,9176,eloquent,11
9177,9177,counters,8
9178,9178,establishments,8
9179,9179,all-white,5
9180,9180,neighborhoods,17
9181,9181,ashamed,16
9182,9182,sprung,8
9183,9183,individually,19
9184,9184,objects,65
9185,9185,freeways,5
9186,9186,cruising,7
9187,9187,freeway,5
9188,9188,incipient,4
9189,9189,jam,6
9190,9190,smoothly,12
9191,9191,adjacent,12
9192,9192,ambivalent,6
9193,9193,lanes,4
9194,9194,alternately,7
9195,9195,accelerate,5
9196,9196,natives,11
9197,9197,enlightened,7
9198,9198,manhood,6
9199,9199,pedal,4
9200,9200,fist,25
9201,9201,courtesy,7
9202,9202,injustice,16
9203,9203,unequivocally,5
9204,9204,encountered,30
9205,9205,out-of-town,6
9206,9206,thinker,6
9207,9207,versa,6
9208,9208,hell,95
9209,9209,richard's,5
9210,9210,angle,51
9211,9211,conceivable,11
9212,9212,exceptional,19
9213,9213,duplicate,6
9214,9214,hunch,7
9215,9215,notch,6
9216,9216,thumb,10
9217,9217,jammed,8
9218,9218,bounce,8
9219,9219,furiously,12
9220,9220,cage,9
9221,9221,autistic,13
9222,9222,fault,22
9223,9223,treats,14
9224,9224,deviation,14
9225,9225,adapt,5
9226,9226,disturbed,26
9227,9227,experiences,53
9228,9228,son's,9
9229,9229,fingers,66
9230,9230,psychiatrist,4
9231,9231,uncomfortable,14
9232,9232,accustomed,15
9233,9233,rituals,4
9234,9234,ingenuity,5
9235,9235,uncover,4
9236,9236,dear,54
9237,9237,diagnosis,13
9238,9238,nursery,13
9239,9239,reality,79
9240,9240,parenthood,6
9241,9241,wagon,55
9242,9242,coloring,7
9243,9243,nervous,24
9244,9244,relaxed,14
9245,9245,outgrow,4
9246,9246,traits,6
9247,9247,enjoying,17
9248,9248,immature,7
9249,9249,staying,17
9250,9250,paint,37
9251,9251,circles,32
9252,9252,embroidery,4
9253,9253,incoming,5
9254,9254,rug,13
9255,9255,versions,9
9256,9256,bronze,11
9257,9257,winding,9
9258,9258,suggests,29
9259,9259,patterns,47
9260,9260,extensively,10
9261,9261,depicted,8
9262,9262,salad,9
9263,9263,pineapple,9
9264,9264,naturalistic,4
9265,9265,fabulous,6
9266,9266,fabric,15
9267,9267,typically,16
9268,9268,revered,5
9269,9269,limitation,10
9270,9270,conception,32
9271,9271,do-it-yourself,5
9272,9272,assembling,6
9273,9273,darned,4
9274,9274,enlist,5
9275,9275,lesser,19
9276,9276,cdc,7
9277,9277,unorthodox,6
9278,9278,carvey,5
9279,9279,stalwart,4
9280,9280,thence,6
9281,9281,component,25
9282,9282,consequence,30
9283,9283,hierarchy,9
9284,9284,participates,7
9285,9285,henceforth,4
9286,9286,organizational,5
9287,9287,tremendously,10
9288,9288,favorites,12
9289,9289,heated,16
9290,9290,rampant,4
9291,9291,subordinate,6
9292,9292,plainly,18
9293,9293,considers,15
9294,9294,brown's,23
9295,9295,foe,8
9296,9296,strategists,4
9297,9297,significantly,17
9298,9298,audible,4
9299,9299,illustrates,7
9300,9300,committeemen,4
9301,9301,communese,5
9302,9302,tongue,35
9303,9303,deluge,4
9304,9304,compulsive,10
9305,9305,fascinated,7
9306,9306,freud,9
9307,9307,shapes,29
9308,9308,sizes,12
9309,9309,invariably,31
9310,9310,motives,20
9311,9311,crimes,14
9312,9312,surprisingly,18
9313,9313,excerpts,5
9314,9314,curtain,13
9315,9315,consistency,18
9316,9316,gazette,10
9317,9317,interpreted,24
9318,9318,looming,10
9319,9319,hysteria,7
9320,9320,artificially,6
9321,9321,tass,4
9322,9322,datelined,4
9323,9323,quotations,5
9324,9324,crush,4
9325,9325,postpone,7
9326,9326,exercises,23
9327,9327,futile,6
9328,9328,predecessors,6
9329,9329,invented,13
9330,9330,armaments,4
9331,9331,injecting,5
9332,9332,revival,8
9333,9333,prolonged,16
9334,9334,listeners,20
9335,9335,proverbial,4
9336,9336,unwilling,7
9337,9337,whenever,43
9338,9338,succumbed,5
9339,9339,currents,9
9340,9340,sensible,14
9341,9341,rockets,13
9342,9342,cure,28
9343,9343,consistent,28
9344,9344,warsaw,10
9345,9345,terrible,45
9346,9346,1821,5
9347,9347,publication,55
9348,9348,distinctive,20
9349,9349,columns,36
9350,9350,poetry,88
9351,9351,essays,8
9352,9352,fortunes,6
9353,9353,cyrus,4
9354,9354,subscribers,7
9355,9355,tooth,20
9356,9356,anxious,29
9357,9357,dazzling,9
9358,9358,dove,4
9359,9359,pasted,6
9360,9360,ceiling,31
9361,9361,brother's,10
9362,9362,forbes,9
9363,9363,glitter,5
9364,9364,glasses,29
9365,9365,prisoner,7
9366,9366,inmates,6
9367,9367,busily,8
9368,9368,convicts,4
9369,9369,confinement,7
9370,9370,shorter,19
9371,9371,rubber,15
9372,9372,locks,7
9373,9373,broadening,9
9374,9374,recognition,44
9375,9375,occupant,4
9376,9376,lock,24
9377,9377,paved,5
9378,9378,ibm,7
9379,9379,funny,41
9380,9380,aristotle,21
9381,9381,contemplating,6
9382,9382,bust,7
9383,9383,apologies,4
9384,9384,fills,5
9385,9385,nostalgia,8
9386,9386,recalling,7
9387,9387,woodwork,5
9388,9388,craftsmanship,5
9389,9389,carpets,4
9390,9390,beebe,4
9391,9391,plumbing,9
9392,9392,cow,29
9393,9393,frelinghuysen,4
9394,9394,korean,11
9395,9395,korea,12
9396,9396,grandson,5
9397,9397,instrumental,11
9398,9398,1883,6
9399,9399,trace,23
9400,9400,messages,16
9401,9401,congratulations,7
9402,9402,youngster,8
9403,9403,hello,10
9404,9404,managerial,10
9405,9405,cohesion,6
9406,9406,translation,16
9407,9407,biblical,18
9408,9408,attested,4
9409,9409,manuscripts,4
9410,9410,1901,4
9411,9411,32,13
9412,9412,yale,13
9413,9413,divinity,7
9414,9414,depth,53
9415,9415,repetition,13
9416,9416,readings,17
9417,9417,clarity,28
9418,9418,archaic,5
9419,9419,phrases,18
9420,9420,verses,9
9421,9421,baptism,4
9422,9422,baptized,12
9423,9423,thee,17
9424,9424,thou,14
9425,9425,answering,14
9426,9426,righteousness,6
9427,9427,lo,22
9428,9428,heavens,9
9429,9429,descending,10
9430,9430,lighting,23
9431,9431,teachings,6
9432,9432,spelling,4
9433,9433,uttered,5
9434,9434,sermon,12
9435,9435,blessing,10
9436,9436,attain,20
9437,9437,comprehension,7
9438,9438,discoveries,10
9439,9439,hebrew,10
9440,9440,writings,15
9441,9441,usable,8
9442,9442,rapidity,4
9443,9443,congregational,14
9444,9444,prof.,4
9445,9445,airy,7
9446,9446,styles,20
9447,9447,softness,5
9448,9448,textures,6
9449,9449,gamut,4
9450,9450,tapered,7
9451,9451,elongated,5
9452,9452,toe,9
9453,9453,wine,72
9454,9454,stacked,9
9455,9455,tailored,9
9456,9456,pumps,5
9457,9457,blend,9
9458,9458,oval,8
9459,9459,throats,6
9460,9460,overlook,4
9461,9461,crisp,8
9462,9462,basket,17
9463,9463,casual,22
9464,9464,cork,9
9465,9465,sandals,5
9466,9466,foam,37
9467,9467,padded,5
9468,9468,cushioning,4
9469,9469,brighter,8
9470,9470,tan,9
9471,9471,straw,15
9472,9472,weave,4
9473,9473,collar,17
9474,9474,throat,51
9475,9475,toothbrush,6
9476,9476,razor,15
9477,9477,bathroom,18
9478,9478,brush,44
9479,9479,surface,200
9480,9480,laboratories,9
9481,9481,buttons,10
9482,9482,brushes,7
9483,9483,cleaned,16
9484,9484,shaving,6
9485,9485,vertical,16
9486,9486,dentists,4
9487,9487,bristles,4
9488,9488,gums,4
9489,9489,scratch,9
9490,9490,brushing,7
9491,9491,experimented,6
9492,9492,gadget,4
9493,9493,crowned,7
9494,9494,chronic,11
9495,9495,disease,53
9496,9496,disorders,7
9497,9497,paste,10
9498,9498,apparatus,29
9499,9499,experimentation,13
9500,9500,tumor,17
9501,9501,symptom,5
9502,9502,bones,20
9503,9503,baths,5
9504,9504,sweat,23
9505,9505,glands,6
9506,9506,shower,15
9507,9507,numb,4
9508,9508,possibilities,42
9509,9509,manifestation,6
9510,9510,brace,14
9511,9511,sciatica,4
9512,9512,cholesterol,21
9513,9513,thyroid,38
9514,9514,gland,9
9515,9515,gap,17
9516,9516,discs,7
9517,9517,sung,18
9518,9518,guessed,15
9519,9519,stereo,12
9520,9520,slightest,13
9521,9521,esoteric,4
9522,9522,adapted,13
9523,9523,sheer,15
9524,9524,sandburg,22
9525,9525,nehru,5
9526,9526,sculptor,6
